"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value"
"2013","European Union - 25 countries (2004-2006)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","European Union - 25 countries (2004-2006)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","European Union - 25 countries (2004-2006)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals",":"
"2013","European Union - 25 countries (2004-2006)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","75"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: daily","Percentage of individuals","All Individuals","66"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","83"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","9"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","12"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2013","European Union - 15 countries (1995-2004)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","72"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: daily","Percentage of individuals","All Individuals","62"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","82"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","10"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","13"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2013","Belgium","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","80"
"2013","Belgium","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2013","Belgium","Frequency of internet access: daily","Percentage of individuals","All Individuals","68"
"2013","Belgium","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","83"
"2013","Belgium","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","12"
"2013","Belgium","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","14"
"2013","Belgium","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Belgium","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Belgium","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Belgium","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Belgium","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2013","Belgium","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2013","Bulgaria","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","51"
"2013","Bulgaria","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2013","Bulgaria","Frequency of internet access: daily","Percentage of individuals","All Individuals","43"
"2013","Bulgaria","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","80"
"2013","Bulgaria","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","9"
"2013","Bulgaria","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","16"
"2013","Bulgaria","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Bulgaria","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Bulgaria","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Bulgaria","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Bulgaria","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2013","Bulgaria","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2013","Czechia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","70"
"2013","Czechia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2013","Czechia","Frequency of internet access: daily","Percentage of individuals","All Individuals","54"
"2013","Czechia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","73"
"2013","Czechia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","16"
"2013","Czechia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","22"
"2013","Czechia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Czechia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Czechia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Czechia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Czechia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2013","Czechia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2013","Denmark","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","91"
"2013","Denmark","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2013","Denmark","Frequency of internet access: daily","Percentage of individuals","All Individuals","84"
"2013","Denmark","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","89"
"2013","Denmark","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","6"
"2013","Denmark","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","7"
"2013","Denmark","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Denmark","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Denmark","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Denmark","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Denmark","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2013","Denmark","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","80"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: daily","Percentage of individuals","All Individuals","69"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","81"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","11"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","13"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2013","Germany (until 1990 former territory of the FRG)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2013","Estonia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","77"
"2013","Estonia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2013","Estonia","Frequency of internet access: daily","Percentage of individuals","All Individuals","63"
"2013","Estonia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","79"
"2013","Estonia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","14"
"2013","Estonia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","18"
"2013","Estonia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Estonia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Estonia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Estonia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Estonia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2013","Estonia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2013","Ireland","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","75"
"2013","Ireland","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2013","Ireland","Frequency of internet access: daily","Percentage of individuals","All Individuals","61"
"2013","Ireland","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","78"
"2013","Ireland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","14"
"2013","Ireland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","17"
"2013","Ireland","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Ireland","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Ireland","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Ireland","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Ireland","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2013","Ireland","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2013","Greece","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","56"
"2013","Greece","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","93"
"2013","Greece","Frequency of internet access: daily","Percentage of individuals","All Individuals","47"
"2013","Greece","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","78"
"2013","Greece","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","9"
"2013","Greece","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","15"
"2013","Greece","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Greece","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Greece","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Greece","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Greece","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2013","Greece","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","7"
"2013","Spain","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","66"
"2013","Spain","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","92"
"2013","Spain","Frequency of internet access: daily","Percentage of individuals","All Individuals","54"
"2013","Spain","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","75"
"2013","Spain","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","12"
"2013","Spain","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","17"
"2013","Spain","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Spain","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Spain","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Spain","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Spain","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","6"
"2013","Spain","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","8"
"2013","France","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","78"
"2013","France","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2013","France","Frequency of internet access: daily","Percentage of individuals","All Individuals","66"
"2013","France","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","81"
"2013","France","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","12"
"2013","France","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","14"
"2013","France","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","France","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","France","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","France","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","France","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2013","France","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2013","Croatia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","63"
"2013","Croatia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2013","Croatia","Frequency of internet access: daily","Percentage of individuals","All Individuals","53"
"2013","Croatia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","80"
"2013","Croatia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","10"
"2013","Croatia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","15"
"2013","Croatia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Croatia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Croatia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Croatia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Croatia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2013","Croatia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2013","Italy","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","56"
"2013","Italy","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2013","Italy","Frequency of internet access: daily","Percentage of individuals","All Individuals","54"
"2013","Italy","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","93"
"2013","Italy","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","2"
"2013","Italy","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2013","Italy","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Italy","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Italy","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Italy","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Italy","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2013","Italy","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2013","Cyprus","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","62"
"2013","Cyprus","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","94"
"2013","Cyprus","Frequency of internet access: daily","Percentage of individuals","All Individuals","53"
"2013","Cyprus","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","81"
"2013","Cyprus","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","9"
"2013","Cyprus","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","13"
"2013","Cyprus","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Cyprus","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Cyprus","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Cyprus","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Cyprus","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2013","Cyprus","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","6"
"2013","Latvia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","71"
"2013","Latvia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2013","Latvia","Frequency of internet access: daily","Percentage of individuals","All Individuals","60"
"2013","Latvia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","80"
"2013","Latvia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","11"
"2013","Latvia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","15"
"2013","Latvia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Latvia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Latvia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Latvia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Latvia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2013","Latvia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2013","Lithuania","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","65"
"2013","Lithuania","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2013","Lithuania","Frequency of internet access: daily","Percentage of individuals","All Individuals","53"
"2013","Lithuania","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","78"
"2013","Lithuania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","12"
"2013","Lithuania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","18"
"2013","Lithuania","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Lithuania","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Lithuania","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Lithuania","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Lithuania","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2013","Lithuania","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2013","Luxembourg","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","93"
"2013","Luxembourg","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2013","Luxembourg","Frequency of internet access: daily","Percentage of individuals","All Individuals","82"
"2013","Luxembourg","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","87"
"2013","Luxembourg","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","11"
"2013","Luxembourg","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","12"
"2013","Luxembourg","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Luxembourg","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Luxembourg","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Luxembourg","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Luxembourg","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2013","Luxembourg","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2013","Hungary","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","71"
"2013","Hungary","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2013","Hungary","Frequency of internet access: daily","Percentage of individuals","All Individuals","62"
"2013","Hungary","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","85"
"2013","Hungary","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","9"
"2013","Hungary","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","12"
"2013","Hungary","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Hungary","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Hungary","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Hungary","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Hungary","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2013","Hungary","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2013","Malta","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","67"
"2013","Malta","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2013","Malta","Frequency of internet access: daily","Percentage of individuals","All Individuals","59"
"2013","Malta","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","86"
"2013","Malta","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","7"
"2013","Malta","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","10"
"2013","Malta","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Malta","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Malta","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Malta","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Malta","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2013","Malta","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2013","Netherlands","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","92"
"2013","Netherlands","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2013","Netherlands","Frequency of internet access: daily","Percentage of individuals","All Individuals","83"
"2013","Netherlands","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","88"
"2013","Netherlands","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","9"
"2013","Netherlands","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","10"
"2013","Netherlands","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Netherlands","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Netherlands","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Netherlands","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Netherlands","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2013","Netherlands","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2013","Austria","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","77"
"2013","Austria","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2013","Austria","Frequency of internet access: daily","Percentage of individuals","All Individuals","63"
"2013","Austria","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","78"
"2013","Austria","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","14"
"2013","Austria","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","17"
"2013","Austria","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Austria","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Austria","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Austria","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
